#	G1:Mov10oe	G1:Mov10oe	G1:Mov10oe	G2:control	G2:control	G2:control
#Feature	mov10oe1	mov10oe2	mov10oe3	ctrl1	ctrl2	ctrl3
RBM3	6417	5748	3485	9804	8191	6100
RBM33	8121	7229	4318	5134	4610	3683
RBM34	2162	1974	1355	1931	1657	1299
RBM38	1184	1213	612	1688	1394	1082
RBM39	6382	5713	3769	6692	5634	4311
RBM4	1608	1546	770	1295	1084	863
RBM41	2276	1934	1346	2344	1972	1487
RBM42	3195	3204	1553	3913	3377	2552
RBM43	169	158	135	142	150	98
RBM44	34	32	16	19	11	15
RBM45	361	318	195	304	293	201
RBM46	3	2	1	3	3	0
RBM47	811	727	447	703	644	502
RBM48	526	502	321	586	497	333
RBM4B	628	616	309	524	486	333
RBM5	3474	3140	1819	3387	2857	2416
RBM6	3721	3452	2149	3224	2925	2313
RBM7	744	624	412	681	590	445
RBM8A	3163	2937	1595	4397	3537	2686
RBMS1	1913	1713	1155	1904	1555	1166
RBMS2	1131	1064	519	998	949	755
RBMS3	309	280	174	194	223	169
RBMX	8453	7786	5041	9193	7923	6041
RBMX2	871	754	461	829	702	522
RBMXL1	4179	3854	2321	4255	3523	2732
RBMXL2	2	0	4	2	1	3
RBMXL3	0	0	0	0	0	0
RBMY1A1	0	0	0	0	0	0
RBMY1A3P	0	0	0	0	0	0
RBMY1B	0	0	0	0	0	0
RBMY1D	0	0	0	0	0	0
RBMY1E	0	0	0	0	0	0
RBMY1F	0	0	0	0	0	0
RBMY1J	0	0	0	0	0	0
RBMY2EP	0	0	0	0	0	0
RBMY2FP	0	0	0	0	0	0
RBMY3AP	0	0	0	0	0	0
RBP1	464	435	224	273	249	206
RBP2	0	0	0	0	0	0
RBP3	0	0	0	0	0	1
RBP4	6	5	7	2	5	1
RBP5	21	26	11	16	12	13
RBP7	9	12	3	10	6	3
RBPJ	6946	6112	3831	5838	5058	3821
RBPJL	1	2	0	2	1	1
RBPMS	353	284	166	226	220	172
RBPMS2	449	470	229	302	261	224
RBX1	1675	1570	903	1650	1350	1098
RC3H1	1921	1538	1070	1271	1236	833
RC3H2	1999	1621	1108	2083	1929	1387
RCAN1	1414	1295	792	1237	980	824
RCAN2	384	376	214	274	234	179
RCAN3	812	743	443	897	802	561
RCAN3AS	17	15	12	8	4	6
RCBTB1	901	900	544	720	700	511
RCBTB2	199	195	109	221	184	136
RCC1	4538	4115	2207	5956	4958	3884
RCC2	10026	9188	5166	11169	9281	6957
RCCD1	1167	1126	535	906	850	695
RCE1	508	514	237	536	458	393
RCHY1	1309	1185	757	1051	873	701
RCL1	671	659	369	727	561	433
RCN1	4021	3598	2547	3094	2613	1941
RCN2	4725	4028	2937	5126	4208	3083
RCN3	45	74	30	48	32	37
RCOR1	1849	1642	1020	1587	1409	1065
RCOR2	332	317	168	226	194	173
RCOR3	982	943	606	904	818	647
RCSD1	0	3	1	0	0	1
RCVRN	0	0	0	0	0	0
RD3	1	2	1	1	1	0
RDBP	2762	2512	1267	2613	2201	1749
RDH10	647	574	366	628	541	388
RDH11	2906	2721	1596	2992	2620	1997
RDH12	10	4	3	7	4	3
RDH13	524	474	283	565	450	363
RDH14	91	103	68	83	77	56
RDH16	16	9	5	10	9	8
RDH5	10	7	10	23	19	10
RDH8	1	0	0	1	0	0
RDM1	512	519	315	368	322	243
RDX	4399	3839	2511	5125	4449	3139
REC8	27	26	11	14	16	11
RECK	463	419	254	192	178	159
RECQL	2892	2565	1751	2870	2525	1807
RECQL4	1541	1504	789	1428	1134	1000
RECQL5	995	958	497	1016	901	711
REEP1	584	493	295	531	448	352
REEP2	1575	1556	789	1780	1658	1255
REEP3	1972	1662	1124	1561	1383	979
REEP4	806	807	379	823	698	532
REEP5	2978	2716	1575	3218	2845	2011
REEP6	249	255	132	246	199	156
REG1A	2	1	1	0	0	0
REG1B	0	0	0	0	0	0
REG1P	0	0	0	0	0	0
REG3A	0	0	0	0	0	0
REG3G	0	0	0	0	0	0
REG4	2	1	2	2	0	0
REL	422	361	239	233	220	152
RELA	2266	2232	1025	2436	2014	1538
RELB	190	199	93	107	108	84
RELL1	373	344	219	301	243	199
RELL2	315	288	124	270	210	208
RELN	11	12	6	12	9	3
RELT	548	555	281	655	529	436
REM1	1	2	0	1	0	0
REM2	52	46	35	17	28	19
REN	1	0	1	0	1	1
RENBP	76	90	40	45	52	42
REP15	3	5	2	16	12	6
REPIN1	4758	4696	2167	5379	4478	3628
REPS1	2261	2101	1242	2293	1999	1408
REPS2	269	255	157	224	212	142
RER1	2732	2591	1433	2949	2547	1900
RERE	4964	4648	2587	5840	5041	3852
REREP3	0	0	0	0	0	0
RERG	358	349	210	278	253	166
RERGL	1	0	0	1	0	0
RESP18	0	0	0	0	0	0
REST	2309	2074	1203	2148	1869	1371
RET	89	73	45	57	52	44
RETN	0	0	0	0	0	0
RETNLB	0	0	0	0	0	0
RETSAT	845	794	423	576	460	421
REV1	1714	1621	1003	1779	1524	1072
REV3L	2304	1855	1371	1799	1716	1197
REXO1	1480	1558	776	1970	1663	1190
REXO1L1	3	1	0	2	4	0
REXO1L2P	0	0	0	0	0	0
REXO2	1346	1191	648	1220	1122	805
REXO4	1214	1111	645	1308	1116	842
RFC1	5625	5039	3340	4637	4058	3124
RFC2	3063	3002	1644	2768	2403	1875
RFC3	2507	2139	1334	2376	1972	1491
RFC4	3122	2924	1832	2956	2393	1989
RFC5	3456	3180	1895	3002	2546	2019
RFESD	215	188	136	217	172	120
RFFL	175	165	76	130	142	97
RFK	1465	1328	886	1492	1267	844
RFNG	820	864	411	740	590	555
RFPL1	1	2	2	2	1	0
RFPL1-AS1	8	4	1	5	8	1
RFPL2	28	25	18	16	13	11
RFPL3	0	0	0	0	0	0
RFPL3-AS1	67	63	37	54	57	51
RFPL4A	14	11	7	21	18	15
RFPL4B	6	6	1	8	3	1
RFT1	976	876	482	748	640	579
RFTN1	710	680	387	535	453	361
RFTN2	44	50	22	32	36	22
RFWD2	652	611	401	733	606	463
RFWD3	3743	3282	1848	3701	3270	2511
RFX1	776	769	367	804	700	518
RFX2	256	265	135	225	207	167
RFX3	212	203	111	212	175	133
RFX4	2	0	0	1	0	0
RFX5	4206	3958	2134	3895	3328	2635
RFX6	117	109	67	124	107	81
RFX7	1465	1165	787	1044	1004	739
RFX8	0	0	0	0	0	0
RFXANK	779	838	346	736	611	527
RFXAP	624	498	372	559	493	360
RG9MTD1	2536	2206	1536	2411	2075	1452
RG9MTD2	851	660	527	735	663	506
RG9MTD3	265	246	169	223	222	178
RGAG1	78	69	34	77	48	57
RGAG4	256	274	126	356	306	219
RGL1	442	383	202	433	342	277
RGL2	1072	991	575	946	833	665
RGL3	8	9	2	15	15	12
RGL4	1	0	0	2	0	0
RGMA	556	588	254	407	304	282
RGMB	1641	1519	883	1334	1089	845
RGN	5	2	5	7	4	10
RGNEF	427	403	181	341	301	249
RGP1	413	397	229	478	361	335
RGPD1	0	0	0	0	0	0
RGPD2	0	0	0	0	0	0
RGPD3	16	13	11	10	16	12
RGPD4	23	16	19	32	16	19
RGPD5	0	0	0	0	0	0
RGPD6	0	0	0	0	0	0
RGPD8	2	0	1	0	1	1
RGR	0	0	0	0	0	0
RGS1	0	0	0	0	0	0
RGS10	559	558	348	539	439	352
RGS11	11	9	6	4	5	5
RGS12	514	478	245	491	391	340
RGS13	1	2	0	4	0	1
RGS14	376	402	178	409	366	306
RGS16	2371	2264	1067	1203	1059	869
RGS17	108	108	67	87	67	60
RGS18	0	0	0	0	0	0
RGS19	417	426	201	547	469	368
RGS2	365	307	216	298	254	169
RGS20	34	28	24	13	24	11
RGS21	0	0	0	0	0	0
RGS22	5	0	5	2	1	1
RGS3	88	91	46	74	74	34
RGS4	60	59	31	83	74	55
RGS5	273	274	147	273	268	206
RGS6	1	4	3	6	7	6
RGS7	78	76	53	79	63	47
RGS7BP	19	14	5	12	10	11
RGS8	0	0	1	0	0	0
RGS9	111	119	55	73	69	33
RGS9BP	42	42	24	24	32	23
RGSL1	1	0	0	0	0	0
RHAG	1	1	0	5	4	3
RHBDD1	1156	1026	697	902	734	580
RHBDD2	1361	1328	609	1089	931	703
RHBDD3	593	657	300	742	688	499
RHBDF1	259	287	139	155	148	110
RHBDF2	210	200	71	173	170	151
RHBDL1	26	38	15	45	29	29
RHBDL2	0	1	1	1	0	0
RHBDL3	513	519	288	434	366	274
RHBG	15	17	9	17	12	11
RHCE	25	20	11	15	30	9
RHCG	1	1	0	0	0	1
RHD	0	0	0	0	0	0
RHEB	1339	1146	773	1393	1066	815
RHEBL1	84	84	43	74	50	49
RHO	0	0	0	0	0	1
RHOA	11785	11230	6313	13750	11596	9054
RHOB	3641	3649	2093	2889	2479	1819
RHOBTB1	940	858	513	672	592	486
RHOBTB2	348	339	147	386	305	241
RHOBTB3	4846	4580	3022	5114	4706	3396
RHOC	2038	2108	939	1929	1513	1212
RHOD	0	1	0	0	0	0
RHOF	146	128	62	129	123	81
RHOG	532	525	257	499	444	322
RHOH	14	16	6	8	7	6
RHOJ	4	2	2	2	4	1
RHOQ	2383	2178	1487	2008	1741	1268
RHOT1	2221	1914	1290	2055	1750	1398
RHOT2	1397	1468	678	1291	1136	888
RHOU	3480	3178	2058	2790	2463	1818
RHOV	133	140	77	175	124	110
RHOXF1	4	2	0	2	0	2
RHOXF2	0	0	0	0	0	0
RHOXF2B	0	0	0	0	0	0
RHPN1	313	384	162	385	314	323
RHPN2	1176	1058	595	1176	989	741
RIBC1	146	146	92	120	146	80
RIBC2	1	0	0	2	0	1
RIC3	16	15	9	24	19	15
RIC8A	1696	1683	839	1818	1366	1174
RIC8B	786	700	466	793	664	513
RICTOR	2918	2618	1783	2267	2082	1518
RIF1	5221	4361	3225	4861	4340	3041
RIIAD1	1	1	0	2	0	2
RILP	46	47	31	59	55	39
RILPL1	531	524	295	450	405	298
RILPL2	355	325	197	369	282	230
RIMBP2	22	17	8	2	4	9
RIMBP3	21	17	12	27	16	15
RIMBP3B	0	0	0	0	0	0
RIMBP3C	0	0	0	0	0	0
RIMKLA	884	750	475	946	865	675
RIMKLB	2862	2534	1637	2721	2370	1815
RIMS1	25	24	16	52	39	27
RIMS2	62	56	41	19	25	25
RIMS3	1080	983	625	664	571	508
RIMS4	1266	1150	653	1775	1504	1284
RIN1	11	10	4	7	10	3
RIN2	56	48	35	33	31	26
RIN3	323	311	165	392	323	257
RING1	1797	1691	910	1798	1503	1274
RINL	271	254	117	323	270	234
RINT1	1283	1193	791	1448	1193	941
RIOK1	2262	2045	1227	2311	1859	1380
RIOK2	1915	1662	1106	1803	1511	1115
RIOK3	4121	3749	2479	3307	2933	2133
RIPK1	1534	1372	837	1657	1405	1072
RIPK2	755	714	419	588	474	356
RIPK3	0	0	0	0	0	0
RIPK4	748	718	415	665	577	476
RIPPLY1	6	1	1	3	1	2
RIPPLY2	6	12	1	3	15	2
RIT1	1462	1257	823	1288	1048	776
RIT2	0	0	0	0	0	0
RLBP1	1	1	0	1	0	1
RLF	2990	2526	1754	2707	2393	1757
RLIM	10265	9158	6227	7241	6609	4950
RLN1	40	33	22	30	27	16
RLN2	94	82	50	77	52	55
RLN3	0	0	0	1	0	1
RLTPR	251	240	127	201	186	138
RMI1	964	780	522	856	774	579
RMI2	1301	1338	710	810	638	514
RMND1	1003	891	592	809	670	523
RMND5A	4289	3713	2481	4400	3825	2852
RMND5B	1055	1038	514	1084	907	768
RMRP	19	8	9	5	13	2
RMST	0	0	0	0	0	0
RN45S	0	0	0	0	0	0
RN5-8S1	0	0	0	0	0	0
RNASE1	1	4	1	3	0	0
RNASE10	0	0	0	0	0	0
RNASE11	0	0	0	0	0	0
RNASE12	0	0	0	0	0	0
RNASE13	0	0	0	1	0	0
RNASE2	0	0	0	0	0	0
RNASE3	1	0	0	0	0	0
RNASE4	171	190	116	85	73	50
RNASE6	5	3	2	5	4	1
RNASE7	0	0	0	0	0	0
RNASE8	0	0	0	0	0	0
RNASE9	0	1	0	0	1	2
RNASEH1	632	576	342	661	555	432
RNASEH2A	1911	2021	1075	2262	1891	1462
RNASEH2B	836	788	466	909	816	566
RNASEH2C	2242	2301	1092	2533	2044	1649
RNASEK	274	304	181	335	269	245
RNASEK-C17ORF49	2	6	2	9	10	5
RNASEL	290	240	164	254	226	177
RNASET2	391	403	183	330	263	202
RND1	174	180	97	181	149	113
RND2	682	647	313	583	549	429
RND3	1149	1015	660	959	819	635
RNF10	4877	4748	2409	5526	4683	3709
RNF103	1287	1133	684	1106	963	735
RNF103-CHMP3	2	1	1	2	4	1
RNF11	3292	3102	1932	3667	3118	2251
RNF111	1216	1096	698	1014	877	688
RNF112	14	14	7	4	6	8
RNF113A	630	622	347	472	411	297
RNF113B	0	0	0	0	0	0
RNF114	2380	2277	1273	2473	1977	1498
RNF115	842	762	430	1098	932	721
RNF121	843	752	393	785	643	505
RNF122	782	755	416	526	410	344
RNF123	1306	1272	613	1251	1002	882
RNF125	1951	1775	1088	1549	1386	1046
RNF126	1414	1467	703	1309	1099	827
RNF126P1	253	243	102	268	166	147
RNF128	897	808	567	766	612	509
RNF13	1186	1069	688	1053	859	708
RNF130	1443	1375	745	1216	1043	845
RNF133	2	2	2	2	3	1
RNF135	520	533	263	507	457	380
RNF138	6148	5451	4093	6210	5355	3761
RNF138P1	1344	1196	779	1421	1212	899
RNF139	1642	1501	957	1518	1312	964
RNF14	2173	2033	1225	2411	2028	1542
RNF141	1777	1561	949	1468	1247	892
RNF144A	645	590	345	401	389	285
RNF144B	263	202	130	283	232	129
RNF145	2103	1905	1203	2156	1845	1382
RNF146	1182	1070	643	1096	961	734
RNF148	4	2	2	4	3	2
RNF149	1226	1123	718	771	642	544
RNF150	774	730	447	569	526	408
RNF151	0	1	0	0	1	0
RNF152	82	72	47	48	41	36
RNF157	1567	1457	795	1546	1384	1176
RNF165	219	196	141	79	87	73
RNF166	511	498	287	507	441	371
RNF167	2579	2362	1173	2929	2430	1850
RNF168	1494	1317	974	1300	1103	818
RNF169	2955	2659	1826	2216	1954	1557
RNF17	0	2	0	1	1	0
RNF170	573	512	340	488	409	298
RNF175	0	0	0	0	0	0
RNF180	18	24	22	17	22	16
RNF181	369	399	221	377	308	260
RNF182	674	631	393	576	517	400
RNF183	3	1	2	2	0	3
RNF185	1174	1130	681	1258	1081	882
RNF186	0	0	0	0	0	1
RNF187	3127	3155	1476	3680	3059	2424
RNF19A	739	647	441	664	582	469
RNF19B	779	775	404	818	650	515
RNF2	1487	1392	835	1392	1174	871
RNF20	2030	1833	1075	2195	1907	1444
RNF207	144	127	68	118	83	89
RNF208	189	158	75	153	139	102
RNF212	0	0	0	1	0	0
RNF213	2955	2276	1219	1381	1275	1092
RNF214	953	782	478	1034	856	693
RNF215	412	408	251	508	388	344
RNF216	2016	1945	1126	2282	1940	1466
RNF216P1	659	637	370	861	722	557
RNF217	271	223	140	246	219	149
RNF219	3504	3049	2081	3138	2715	1990
RNF220	2300	2271	1119	2774	2183	1813
RNF222	0	0	0	0	0	0
RNF223	2	2	1	2	2	0
RNF224	3	2	2	1	2	0
RNF24	503	419	237	387	314	236
RNF25	715	723	386	726	547	457
RNF26	1793	1665	902	1821	1514	1237
RNF31	925	847	455	995	870	684
RNF32	77	73	42	79	56	45
RNF34	1099	949	575	1106	892	645
RNF38	1636	1489	917	1502	1282	983
RNF39	0	0	2	2	1	0
RNF4	1683	1566	858	2084	1784	1382
RNF40	7385	6864	3722	8199	6873	5360
RNF41	1421	1356	751	1724	1389	1173
RNF43	890	840	490	837	728	501
RNF44	2538	2629	1364	2698	2330	1830
RNF5	8	2	4	3	8	2
RNF5P1	454	388	180	488	380	313
RNF6	1526	1335	935	1488	1267	922
RNF7	1401	1336	794	1580	1302	991
RNF8	1822	1571	949	1762	1514	1169
RNFT1	722	666	400	648	617	397
RNFT2	151	153	72	175	157	140
RNGTT	2100	1942	1294	2127	1876	1397
RNH1	1471	1502	791	1925	1514	1224
RNLS	6	12	2	2	3	3
RNMT	2116	1944	1209	2072	1799	1350
RNMTL1	704	675	389	701	590	488
RNPC3	694	713	485	510	474	357
RNPEP	2745	2696	1390	2963	2573	2017
RNPEPL1	752	862	399	607	566	444
RNPS1	5006	4780	2533	5174	4311	3341
RNU11	4	5	2	4	2	5
RNU12	2	2	3	3	1	2
RNU4ATAC	1	3	3	4	7	6
RNU5D-1	0	0	0	0	0	0
RNU5E-1	0	0	0	0	0	0
RNU5F-1	1	0	0	0	0	0
RNU6ATAC	1	0	0	1	0	1
RNU86	223	175	72	85	98	60
RNY4	0	0	0	0	0	0
RNY5	0	0	0	0	0	0
ROBO1	3754	3175	2060	3103	2636	1971
ROBO2	391	381	199	431	369	294
ROBO3	355	331	154	296	273	216
ROBO4	0	0	0	0	0	1
ROCK1	4209	3722	2678	3284	2922	2229
ROCK1P1	122	111	72	72	69	53
ROCK2	2448	2041	1398	2506	2203	1540
ROGDI	286	289	152	311	222	208
ROM1	18	23	13	32	21	15
ROMO1	1063	960	482	963	801	680
ROPN1	0	0	0	0	0	0
ROPN1B	1	3	1	0	0	0
ROPN1L	11	16	7	9	14	12
ROR1	410	394	217	335	255	202
ROR2	609	626	301	503	427	329
RORA	1313	1151	835	848	800	578
RORB	230	172	129	162	153	95
RORC	0	1	0	1	1	1
ROS1	1	0	1	4	7	3
RP1	1	0	0	0	0	0
RP1-177G6.2	35	53	21	42	44	33
RP11-165H20.1	1	0	0	1	0	0
RP1L1	16	23	13	22	8	13
RP2	1210	995	651	983	927	637
RP9	453	463	223	426	339	285
RP9P	275	217	133	201	175	132
RPA1	5452	5086	2974	6387	5457	4267
RPA2	2948	2735	1619	3094	2615	1995
RPA3	597	508	385	562	499	334
RPA4	32	24	11	53	37	21
RPAIN	1744	1597	1008	1436	1341	1052
RPAP1	1152	1096	591	1183	1027	765
RPAP2	1015	861	567	1182	1006	748
RPAP3	2212	2038	1362	2542	2090	1585
RPE	1891	1692	1165	1743	1455	1059
RPE65	1	0	1	1	3	3
RPF1	2408	2284	1463	2446	1979	1465
RPF2	953	835	586	870	690	491
RPGR	558	539	347	544	534	418
RPGRIP1	19	26	14	18	15	18
RPGRIP1L	549	518	314	649	602	420
RPH3A	2	0	0	1	1	1
RPH3AL	170	156	87	116	91	90
RPIA	1125	1063	628	953	831	632
RPL10	6185	5659	2740	5464	4706	3701
RPL10A	8664	7931	4713	6644	5623	4350
RPL10L	1	0	0	0	0	0
RPL11	16705	16490	8919	15551	12870	10231
RPL12	1491	1417	651	1065	853	738
RPL13	7121	7931	4061	6290	5554	4323
RPL13A	6174	5966	2940	5597	4540	3725
RPL13AP17	0	0	0	0	0	0
RPL13AP20	37	32	21	33	25	15
RPL13AP3	2	1	1	1	1	2
RPL13AP5	0	0	0	0	0	0
RPL13AP6	15	31	7	36	15	27
RPL13P5	42	34	22	60	43	38
RPL14	5771	5610	2703	5219	4114	3452
RPL15	20209	18807	10536	18680	15556	11922
RPL17	990	958	666	922	696	554
RPL17-C18ORF32	8	8	2	9	2	4
RPL18	11284	11750	5204	11313	9085	7278
RPL18A	1351	1351	496	1383	1019	730
RPL19	15811	15851	7525	15108	12078	9085
RPL19P12	3971	4335	2036	3858	3257	2601
RPL21	23	19	18	25	18	11
RPL21P28	0	0	0	0	0	0
RPL21P44	4	0	1	1	4	3
RPL22	3802	3560	2214	4052	3276	2615
RPL22L1	433	402	314	329	314	245
RPL23	7407	7004	4833	6832	5953	4514
RPL23A	4929	4770	2349	5336	4450	3298
RPL23AP32	1	1	0	1	1	1
RPL23AP53	307	293	178	274	234	178
RPL23AP64	0	0	0	0	0	0
RPL23AP7	206	166	91	165	133	97
RPL23AP82	223	194	114	192	164	129
RPL23P8	5044	4563	2082	4587	3432	3147
RPL24	5828	5356	3445	5098	4398	3380
RPL26	9439	9738	5615	8628	6851	5986
RPL26L1	511	490	254	582	472	381
RPL27	9848	9245	4728	8515	6923	5536
RPL27A	5673	4901	2820	5807	4930	3912
RPL28	6905	6920	3043	6715	5459	4427
RPL29	6384	5968	2887	6026	4559	3925
RPL29P2	1	0	0	0	0	1
RPL3	15484	14269	7591	13103	10626	8552
RPL30	5515	5522	2869	5168	4153	3307
RPL31	4949	4269	1984	3647	2612	2276
RPL31P11	78	112	56	72	65	55
RPL32	10390	10751	5365	9585	7568	6076
RPL32P3	339	335	148	254	200	180
RPL34	1845	1688	980	1801	1467	1142
RPL35	6396	6303	2996	6185	5213	4055
RPL35A	4923	5008	2395	4526	3812	3095
RPL36	7276	6966	3638	5924	5308	4181
RPL36A	765	646	422	706	589	407
RPL36A-HNRNPH2	5	0	1	2	0	2
RPL36AL	2929	2739	1562	2766	2238	1868
RPL37	3939	4222	1882	3497	2701	2424
RPL37A	4413	4409	2368	4254	3280	2779
RPL38	5230	5382	2435	5374	4374	3582
RPL39	551	612	643	601	438	411
RPL39L	424	410	225	313	256	223
RPL3L	6	6	3	7	7	7
RPL4	24355	22659	12633	22498	18343	14580
RPL41	565	524	343	546	439	377
RPL5	13899	13513	7061	12370	10665	8453
RPL6	5266	5096	2918	5212	4515	3357
RPL7	201	220	158	209	152	123
RPL7A	6459	6304	3468	5929	4696	4004
RPL7L1	2273	2014	1243	2307	1940	1559
RPL8	26614	25844	12731	23286	19048	15427
RPL9	2396	2133	1304	1702	1632	1112
RPLP0	7108	6764	3923	6542	5501	4359
RPLP0P2	50	63	27	61	34	37
RPLP1	3940	4429	2222	4448	3455	3019
RPLP2	3542	3582	1770	2993	2489	2069
RPN1	7984	7144	4114	7885	6110	4870
RPN2	6368	5888	3524	6816	5203	4247
RPP14	1882	1679	938	1855	1654	1291
RPP21	69	80	40	59	46	44
RPP25	443	416	204	408	384	332
RPP30	1512	1429	925	1757	1482	1176
RPP38	599	585	355	495	412	365
RPP40	402	332	197	547	439	355
RPPH1	14	10	12	11	7	5
RPRD1A	9950	8887	5811	9817	8665	6290
RPRD1B	1872	1749	973	2199	1740	1413
RPRD2	2967	2679	1505	2649	2374	1725
RPRM	319	350	180	303	278	225
RPRML	32	47	16	11	16	12
RPS10	96	98	62	103	84	74
RPS10-NUDT3	8	2	1	0	4	2
RPS10P7	23	13	8	8	14	11
RPS11	11539	10797	5311	10481	8254	6737
RPS12	3842	3868	1670	3277	2697	2192
RPS13	3003	2752	1484	2689	2300	1777
RPS14	10349	9680	5173	9708	8012	6440
RPS15	6231	6231	3116	6703	5232	4258
RPS15A	1521	1633	810	1290	989	873
RPS15AP10	13	17	8	9	10	4
RPS16	6902	6771	3342	6538	5418	4396
RPS16P5	0	0	0	0	0	0
RPS17	0	0	0	0	0	0
RPS17L	0	0	0	0	0	0
RPS18	4069	3508	3218	3502	2650	2111
RPS19	9298	9351	4727	8504	7347	5690
RPS19BP1	1280	1284	670	1669	1288	1092
RPS2	15236	15690	8599	14817	12483	10253
RPS20	3271	3260	1769	3012	2728	2028
RPS21	2126	2120	1132	2121	1658	1363
RPS23	6249	6256	3680	7185	5633	4305
RPS24	6566	6643	3572	5825	5002	4128
RPS25	3900	3821	2517	3688	3067	2280
RPS26	183	187	103	273	218	166
RPS26P11	2	3	1	0	2	1
RPS27	163	157	84	119	82	63
RPS27A	6113	5660	3461	5434	3988	3243
RPS27L	867	816	471	517	426	320
RPS28	133	117	46	126	104	89
RPS29	882	1042	530	921	749	674
RPS2P32	7	9	2	19	12	14
RPS3	10115	10351	5255	10177	7921	6631
RPS3A	3394	3030	2219	2874	2411	2070
RPS4X	40265	37026	20087	37815	32061	25400
RPS4Y1	0	0	0	0	0	0
RPS4Y2	0	0	0	0	0	0
RPS5	7549	7324	3125	7187	5731	4605
RPS6	15541	16968	8248	15534	13076	9343
RPS6KA1	1427	1471	736	1289	1098	848
RPS6KA2	671	662	341	575	501	392
RPS6KA3	3452	2995	1981	2960	2523	1955
RPS6KA4	504	552	245	557	471	420
RPS6KA5	643	552	346	402	426	302
RPS6KA6	984	816	585	885	806	573
RPS6KB1	4484	3954	2679	3427	3002	2205
RPS6KB2	1076	1069	513	936	728	569
RPS6KC1	848	771	497	843	719	533
RPS6KL1	698	696	321	965	750	654
RPS7	3870	3683	1906	3177	2813	2221
RPS7P5	1	0	0	3	0	0
RPS8	18459	18555	7332	17102	13935	10159
RPS9	6876	6548	3166	6500	5545	4345
RPSA	3114	3087	1467	4040	3213	2740
RPSAP52	0	1	1	2	1	0
RPSAP58	8185	7625	4399	9748	8226	6537
RPSAP9	27	25	7	17	19	16
RPTN	1	0	0	0	0	0
RPTOR	2067	2111	1067	2246	1983	1510
RPUSD1	594	575	241	962	726	582
RPUSD2	331	308	174	374	277	216
RPUSD3	1285	1246	604	1194	929	807
RPUSD4	862	807	405	1145	879	689
RQCD1	874	819	410	1017	888	664
RRAD	7	6	7	4	6	2
RRAGA	1308	1305	720	1103	944	746
RRAGB	356	339	200	320	262	197
RRAGC	844	756	465	968	796	637
RRAGD	1797	1818	1040	1912	1734	1332
RRAS	231	257	120	129	107	88
RRAS2	945	816	592	733	648	492
RRBP1	2401	2245	1286	1755	1463	1165
RREB1	1612	1608	857	1475	1293	1001
RRH	36	27	10	29	42	25
RRM1	8559	7869	4772	9473	8151	5997
RRM2	5569	5048	3094	6360	5265	3933
RRM2B	1485	1329	867	1450	1249	890
RRN3	2298	1973	1282	2124	1871	1399
RRN3P1	213	239	125	169	151	124
RRN3P2	15	13	5	12	10	10
RRN3P3	90	106	70	96	95	68
RRNAD1	1472	1501	698	1106	927	757
RRP1	1157	1123	596	1252	1040	820
RRP12	1707	1611	821	1606	1243	1050
RRP15	2106	1795	1217	2357	2022	1528
RRP1B	3599	3233	2081	4710	4024	3041
RRP36	2169	2059	1169	2513	2096	1609
RRP7A	2152	2005	1003	2694	2356	1746
RRP7B	569	598	313	721	651	497
RRP8	785	702	389	678	525	409
RRP9	601	508	250	784	600	468
RRS1	711	668	389	880	659	509
RS1	0	0	0	0	0	0
RSAD1	1613	1523	865	1425	1205	983
RSAD2	0	1	1	0	1	0
RSBN1	1734	1440	949	1544	1348	968
RSBN1L	1309	1144	767	1099	995	716
RSC1A1	402	328	219	474	411	277
RSF1	2507	2052	1486	1963	1833	1421
RSG1	134	144	86	198	146	138
RSL1D1	7131	6436	4031	7570	6409	4897
RSL24D1	2235	2190	1402	2058	1681	1314
RSPH1	9	11	8	11	5	8
RSPH10B	0	0	0	0	0	0
RSPH10B2	0	0	0	0	0	0
RSPH3	278	254	149	213	147	120
RSPH4A	39	28	40	43	41	34
RSPH6A	0	1	0	3	0	0
RSPH9	13	9	2	9	8	3
RSPO1	3	3	1	2	1	2
RSPO2	18	12	4	12	14	11
RSPO3	3	5	5	2	2	1
RSPO4	9	6	5	14	17	9
RSPRY1	666	601	386	647	539	410
RSRC1	956	866	510	908	708	522
RSRC2	5743	5271	3513	4046	3588	2653
RSU1	1147	1044	593	1126	974	748
RTBDN	2	4	3	6	4	4
RTCD1	1606	1441	910	1669	1499	1079
RTDR1	11	8	2	12	13	7
RTEL1	47	41	21	59	56	40
RTEL1-TNFRSF6B	19	18	4	17	13	13
RTF1	2713	2602	1491	2905	2540	1935
RTKN	624	675	321	533	435	415
RTKN2	1333	1202	918	1288	1182	894
RTL1	0	0	0	0	0	0
RTN1	253	253	116	360	336	262
RTN2	403	404	197	315	248	211
RTN3	5860	5393	3305	6142	5191	4017
RTN4	5203	4999	2800	4770	4164	3184
RTN4IP1	338	302	217	311	300	193
RTN4R	201	246	70	191	160	125
RTN4RL1	215	215	136	214	150	123
RTN4RL2	167	198	109	114	128	83
RTP1	0	0	0	0	0	0
RTP2	0	0	0	0	0	0
RTP3	0	0	0	0	0	0
RTP4	0	0	0	0	0	0
RTTN	1097	994	651	982	837	654
RUFY1	1491	1424	842	1492	1279	995
RUFY2	1073	1039	628	938	853	624
RUFY3	2073	1799	1202	1682	1599	1174
